GN|Bench|0	Louvain|GN|1	Infomap|GN|2	LLP|GN|0|3	LLP|GN|0.1|4	LLP|GN|0.2|5	LLP|GN|0.3|6	LLP|GN|0.4|7	LLP|GN|0.5|8	LLP|GN|0.6|9	LLP|GN|0.7|10	LLP|GN|0.8|11	LLP|GN|0.9|12	LLP|GN|1|13	Louvain|LFR|14	Infomap|LFR|15	LLP|LFR|0|16	LLP|LFR|0.1|17	LLP|LFR|0.2|18	LLP|LFR|0.3|19	LLP|LFR|0.4|20	LLP|LFR|0.5|21	LLP|LFR|0.6|22	LLP|LFR|0.7|23	LLP|LFR|0.8|24	LLP|LFR|0.9|25	LLP|LFR|1|26	GN|Bench|27	Louvain|GN|28	Infomap|GN|29	LLP|GN|0|30	LLP|GN|0.1|31	LLP|GN|0.2|32	LLP|GN|0.3|33	LLP|GN|0.4|34	LLP|GN|0.5|35	LLP|GN|0.6|36	LLP|GN|0.7|37	LLP|GN|0.8|38	LFR Bench|39	LLP|GN|0.9|40	LLP|GN|1|41	Louvain|LFR|42	Infomap|LFR|43	LLP|LFR|0|44	LLP|LFR|0.1|45	LLP|LFR|0.2|46	LLP|LFR|0.3|47	LLP|LFR|0.4|48	LLP|LFR|0.5|49	LLP|LFR|0.6|50	LLP|LFR|0.7|51	LLP|LFR|0.8|52	LLP|LFR|0.9|53	LLP|LFR|1|54	Louvain|GN|55	Infomap|GN|56	LLP|GN|0|57	LLP|GN|0.1|58	LLP|GN|0.2|59	LLP|GN|0.3|60	LLP|GN|0.4|61	LLP|GN|0.5|62	LLP|GN|0.6|63	LLP|GN|0.7|64	LLP|GN|0.8|65	LLP|GN|0.9|66	LLP|GN|1|67	Louvain|LFR|68	Infomap|LFR|69	LLP|LFR|0|70	LLP|LFR|0.1|71	LLP|LFR|0.2|72	LLP|LFR|0.3|73	LLP|LFR|0.4|74	LLP|LFR|0.5|75	LLP|LFR|0.6|76	LLP|LFR|0.7|77	LLP|LFR|0.8|78	LLP|LFR|0.9|79	LLP|LFR|1|80	Louvain|GN|81	Infomap|GN|82	LLP|GN|0|83	LLP|GN|0.1|84	LLP|GN|0.2|85	LLP|GN|0.3|86	LLP|GN|0.4|87	LLP|GN|0.5|88	LLP|GN|0.6|89	LLP|GN|0.7|90	LLP|GN|0.8|91	LLP|GN|0.9|92	LLP|GN|1|93	Louvain|LFR|94	Infomap|LFR|95	LLP|LFR|0|96	LLP|LFR|0.1|97	LLP|LFR|0.2|98	LLP|LFR|0.3|99	LLP|LFR|0.4|100	LLP|LFR|0.5|101	LLP|LFR|0.6|102	LLP|LFR|0.7|103	LLP|LFR|0.8|104	LLP|LFR|0.9|105	LLP|LFR|1|106	Louvain|GN|107	Infomap|GN|108	LLP|GN|0|109	LLP|GN|0.1|110	LLP|GN|0.2|111	LLP|GN|0.3|112	LLP|GN|0.4|113	LLP|GN|0.5|114	LLP|GN|0.6|115	LLP|GN|0.7|116	LLP|GN|0.8|117	LLP|GN|0.9|118	LLP|GN|1|119	Louvain|LFR|120	Infomap|LFR|121	LLP|LFR|0|122	LLP|LFR|0.1|123	LLP|LFR|0.2|124	LLP|LFR|0.3|125	LLP|LFR|0.4|126	LLP|LFR|0.5|127	LLP|LFR|0.6|128	LLP|LFR|0.7|129	LLP|LFR|0.8|130	LLP|LFR|0.9|131	LLP|LFR|1|132	Louvain|GN|133	Infomap|GN|134	LLP|GN|0|135	LLP|GN|0.1|136	LLP|GN|0.2|137	LLP|GN|0.3|138	LLP|GN|0.4|139	LLP|GN|0.5|140	LLP|GN|0.6|141	LLP|GN|0.7|142	LLP|GN|0.8|143	LLP|GN|0.9|144	LLP|GN|1|145	Louvain|LFR|146	Infomap|LFR|147	LLP|LFR|0|148	LLP|LFR|0.1|149	LLP|LFR|0.2|150	LLP|LFR|0.3|151	LLP|LFR|0.4|152	LLP|LFR|0.5|153	LLP|LFR|0.6|154	LLP|LFR|0.7|155	LLP|LFR|0.8|156	LLP|LFR|0.9|157	LLP|LFR|1|158	Louvain|GN|159	Infomap|GN|160	LLP|GN|0|161	LLP|GN|0.1|162	LLP|GN|0.2|163	LLP|GN|0.3|164	LLP|GN|0.4|165	LLP|GN|0.5|166	LLP|GN|0.6|167	LLP|GN|0.7|168	LLP|GN|0.8|169	LLP|GN|0.9|170	LLP|GN|1|171	Louvain|LFR|172	Infomap|LFR|173	LLP|LFR|0|174	LLP|LFR|0.1|175	LLP|LFR|0.2|176	LLP|LFR|0.3|177	LLP|LFR|0.4|178	LLP|LFR|0.5|179	LLP|LFR|0.6|180	LLP|LFR|0.7|181	LLP|LFR|0.8|182	LLP|LFR|0.9|183	LLP|LFR|1|184	Louvain|GN|185	Infomap|GN|186	LLP|GN|0|187	LLP|GN|0.1|188	LLP|GN|0.2|189	LLP|GN|0.3|190	LLP|GN|0.4|191	LLP|GN|0.5|192	LLP|GN|0.6|193	LLP|GN|0.7|194	LLP|GN|0.8|195	LLP|GN|0.9|196	LLP|GN|1|197	Louvain|LFR|198	Infomap|LFR|199	LLP|LFR|0|200	LLP|LFR|0.1|201	LLP|LFR|0.2|202	LLP|LFR|0.3|203	LLP|LFR|0.4|204	LLP|LFR|0.5|205	LLP|LFR|0.6|206	LLP|LFR|0.7|207	LLP|LFR|0.8|208	LLP|LFR|0.9|209	LLP|LFR|1|210	Louvain|GN|211	Infomap|GN|212	LLP|GN|0|213	LLP|GN|0.1|214	LLP|GN|0.2|215	LLP|GN|0.3|216	LLP|GN|0.4|217	LLP|GN|0.5|218	LLP|GN|0.6|219	LLP|GN|0.7|220	LLP|GN|0.8|221	LLP|GN|0.9|222	LLP|GN|1|223	Louvain|LFR|224	Infomap|LFR|225	LLP|LFR|0|226	LLP|LFR|0.1|227	LLP|LFR|0.2|228	LLP|LFR|0.3|229	LLP|LFR|0.4|230	LLP|LFR|0.5|231	LLP|LFR|0.6|232	LLP|LFR|0.7|233	LLP|LFR|0.8|234	LLP|LFR|0.9|235	LLP|LFR|1|236	Louvain|GN|237	Infomap|GN|238	LLP|GN|0|239	LLP|GN|0.1|240	LLP|GN|0.2|241	LLP|GN|0.3|242	LLP|GN|0.4|243	LLP|GN|0.5|244	LLP|GN|0.6|245	LLP|GN|0.7|246	LLP|GN|0.8|247	LLP|GN|0.9|248	LLP|GN|1|249	Louvain|LFR|250	Infomap|LFR|251	LLP|LFR|0|252	LLP|LFR|0.1|253	LLP|LFR|0.2|254	LLP|LFR|0.3|255	LLP|LFR|0.4|256	LLP|LFR|0.5|257	LLP|LFR|0.6|258	LLP|LFR|0.7|259	LLP|LFR|0.8|260	LLP|LFR|0.9|261	LLP|LFR|1|262	
3	2	70	12	17	10	18	11	16	19	21	22	16	24	2	70	5	11	10	11	11	14	13	19	17	18	22	3	2	70	8	10	10	12	15	12	19	21	17	4 	27	25	5	70	6	19	15	14	20	27	26	21	29	18	35	5	70	9	10	18	20	21	18	16	24	26	25	33	5	70	5	7	19	14	21	23	17	30	28	30	38	5	70	7	8	18	18	21	25	10	28	29	28	28	5	70	10	9	12	19	20	26	28	27	29	26	31	5	70	9	8	19	7	27	29	6	36	32	33	31	5	70	10	8	10	11	26	20	24	27	30	30	31	5	70	7	9	15	24	7	24	19	25	28	26	27	5	70	10	7	11	17	7	27	23	13	27	29	26	5	70	13	5	14	13	8	26	24	27	28	34	23	5	70	14	15	14	15	17	26	30	30	26	28	33	5	70	11	11	7	13	10	25	20	29	37	0	30	5	70	12	18	13	20	14	26	22	25	27	29	32	5	70	8	8	9	6	23	25	15	27	29	33	32	5	70	7	11	16	8	10	14	25	27	24	30	32	5	70	10	6	17	24	19	26	28	31	27	29	30	5	70	6	6	23	6	24	24	33	29	32	25	19	
3	2	71	10	18	10	16	10	14	20	22	23	14	20	2	71	4	12	8	9	13	14	17	23	18	16	19	3	2	71	8	10	10	13	15	15	15	21	14	6 	2	18	0	71	0	2	0	0	0	20	3	15	0	2	0	0	71	0	0	2	0	0	17	0	2	3	0	2	0	71	0	0	0	0	0	14	8	0	7	0	3	0	71	0	0	0	0	22	0	0	3	2	0	10	0	71	0	2	0	2	0	0	2	0	0	0	19	0	71	3	0	0	0	0	3	0	18	0	2	32	0	71	0	0	0	0	0	0	2	0	0	3	9	0	71	0	0	0	0	0	0	0	6	0	0	0	0	71	0	0	2	0	2	0	3	20	3	2	17	0	71	0	0	0	0	3	0	2	3	0	17	3	0	71	2	6	0	3	0	0	0	2	3	2	3	0	71	0	6	0	14	2	3	0	7	0	2	0	0	71	0	0	2	0	0	3	0	17	0	0	3	0	71	13	16	0	0	2	2	0	3	0	0	3	0	71	0	11	2	0	3	0	0	2	2	19	22	0	71	14	9	21	2	0	0	15	32	2	2	19	0	71	0	0	0	2	0	0	3	2	0	2	2	
3	2	72	13	14	10	18	10	14	16	22	20	14	20	2	72	4	12	9	9	13	12	18	20	13	15	23	3	2	72	8	10	10	10	12	16	20	22	18	1 	8	8	4	72	5	9	7	5	16	8	8	7	30	17	22	4	72	8	5	7	6	5	9	7	12	9	15	20	4	72	4	6	4	6	5	13	9	9	15	9	21	4	72	6	7	9	7	6	10	19	9	9	9	11	4	72	8	7	8	7	6	9	15	7	14	10	10	4	72	8	7	8	6	16	11	17	21	8	9	22	4	72	7	7	6	5	8	8	9	7	17	13	21	4	72	15	8	5	13	13	8	18	15	7	6	11	4	72	6	6	5	6	5	9	7	9	8	19	27	4	72	4	4	6	7	7	7	7	17	9	8	21	4	72	7	7	8	7	6	9	6	9	7	12	9	4	72	16	12	6	8	8	18	9	18	10	7	9	4	72	7	8	6	8	5	7	5	9	15	16	19	4	72	7	7	5	5	6	7	8	16	11	7	15	4	72	6	4	8	7	8	15	9	15	7	9	11	4	72	7	5	12	8	5	8	8	8	14	8	18	4	72	5	5	6	5	6	12	23	9	22	18	10	
3	2	73	10	14	10	18	10	14	16	18	21	13	25	2	73	4	12	9	9	12	12	16	20	19	14	18	3	2	73	8	10	7	14	14	14	15	21	15	5 	28	32	5	73	6	10	15	16	21	9	27	20	31	29	36	5	73	9	10	19	17	17	28	28	20	27	27	34	5	73	5	7	11	14	22	9	17	29	29	32	20	5	73	7	8	20	18	13	26	27	29	30	29	34	5	73	10	9	12	16	14	26	29	28	11	27	32	5	73	9	8	21	22	28	30	21	37	25	34	33	5	73	10	19	10	11	27	21	23	28	31	31	32	5	73	7	9	15	14	22	25	25	26	29	27	37	5	73	10	7	11	17	7	28	24	29	14	30	28	5	73	6	5	23	13	8	27	21	28	29	35	34	5	73	15	8	14	15	17	27	31	31	20	29	34	5	73	17	11	20	13	10	27	25	17	38	29	31	5	73	12	19	13	11	20	27	11	26	28	18	33	5	73	8	8	9	19	23	26	26	21	20	6	33	5	73	7	11	16	8	20	24	21	28	25	31	18	5	73	10	6	17	16	19	27	29	33	24	18	31	5	73	6	6	20	6	17	25	28	25	26	29	31	
3	2	74	10	17	10	18	10	16	16	23	22	16	26	2	74	4	12	9	11	11	12	19	20	20	17	22	3	2	74	10	10	10	13	15	14	19	20	19	6 	29	33	5	74	6	10	15	17	18	9	25	20	20	18	36	5	74	9	10	9	17	17	29	29	25	25	24	35	5	74	5	7	11	14	20	24	17	31	30	33	37	5	74	7	8	18	18	13	24	10	30	29	30	19	5	74	10	14	12	16	15	26	27	26	30	28	33	5	74	9	13	19	7	26	31	26	36	33	35	34	5	74	10	20	10	11	26	14	25	15	31	32	33	5	74	7	9	18	14	7	19	26	17	30	28	38	5	74	10	7	11	17	15	29	14	30	28	18	28	5	74	6	5	14	14	8	24	21	26	30	36	35	5	74	16	8	14	15	17	23	15	29	27	30	10	5	74	11	11	7	13	10	25	26	30	39	30	20	5	74	11	9	13	11	21	15	11	27	26	30	34	5	74	8	8	9	10	23	20	27	28	20	27	34	5	74	7	11	16	8	21	24	21	28	26	10	33	5	74	10	6	17	16	19	27	9	34	24	18	32	5	74	6	14	20	6	17	14	32	30	33	30	32	
3	2	75	10	19	12	15	13	17	21	20	22	15	27	2	75	4	12	10	9	14	15	19	23	20	17	21	3	2	75	8	10	7	15	13	14	18	20	16	6 	1	12	1	75	3	20	20	1	2	1	1	2	5	1	2	1	75	2	1	1	1	1	1	4	1	1	5	6	1	75	1	3	1	1	3	2	1	2	1	1	5	1	75	1	1	4	1	1	1	1	5	6	5	15	1	75	1	5	5	1	1	1	1	2	2	2	5	1	75	5	1	4	1	1	1	2	6	1	1	5	1	75	2	1	1	1	2	2	1	2	1	2	14	1	75	1	1	1	2	1	1	1	1	1	3	4	1	75	1	1	1	1	1	2	2	1	2	1	2	1	75	1	1	2	1	2	1	1	5	5	5	2	1	75	1	1	1	1	3	12	1	1	2	1	2	1	75	1	1	1	1	1	2	6	2	4	1	5	1	75	1	1	1	1	2	1	1	6	1	5	35	1	75	17	1	1	1	4	1	2	2	2	2	1	1	75	1	1	5	1	1	1	2	1	1	1	2	1	75	1	1	1	1	3	1	1	1	1	1	1	1	75	1	1	1	1	1	1	5	4	2	6	4	
3	2	76	10	15	14	17	10	18	18	19	21	13	26	2	76	4	13	8	9	11	13	16	22	15	16	24	3	2	76	8	10	8	10	14	13	16	21	14	4 	1	2	1	76	3	1	21	1	2	1	2	2	6	1	2	1	76	2	1	1	1	1	1	1	1	1	5	6	1	76	1	3	1	1	3	2	6	2	1	1	5	1	76	1	1	4	1	1	1	1	5	6	5	5	1	76	1	1	5	1	1	1	1	2	2	2	5	1	76	2	1	4	1	1	1	2	6	1	4	5	1	76	2	1	1	1	2	2	1	2	3	2	31	1	76	1	1	19	7	1	1	1	1	1	3	4	1	76	1	1	1	1	1	4	2	13	2	1	14	1	76	1	1	2	1	2	1	1	5	5	5	2	1	76	1	1	21	1	3	1	1	1	2	1	2	1	76	1	1	1	1	1	2	6	2	4	1	5	1	76	1	1	1	1	2	1	1	13	1	5	2	1	76	1	1	1	1	1	1	2	2	2	2	1	1	76	1	1	5	1	1	1	2	1	1	1	2	1	76	1	1	4	1	1	1	1	1	5	6	30	1	76	1	1	1	1	1	1	5	4	2	6	4	
3	2	77	10	15	11	17	11	14	17	19	18	14	20	2	77	6	11	10	12	11	13	12	21	15	15	17	3	2	77	8	11	10	10	12	12	21	18	14	4 	30	34	5	77	6	10	15	14	18	9	25	24	32	30	36	5	77	9	10	9	17	17	30	20	23	25	28	36	5	77	5	7	11	14	20	9	27	32	31	34	39	5	77	7	8	18	18	23	24	10	27	10	31	35	5	77	10	9	13	16	21	27	30	14	11	11	11	5	77	9	8	22	23	26	31	27	22	18	36	35	5	77	10	21	10	11	26	21	26	29	31	17	34	5	77	7	9	15	14	23	26	21	14	31	29	39	5	77	10	7	11	17	7	24	14	31	29	31	28	5	77	6	5	14	12	8	28	21	26	31	37	35	5	77	9	8	14	21	17	23	15	28	28	31	35	5	77	11	11	7	13	24	25	20	31	24	31	32	5	77	12	9	13	21	14	15	11	28	29	31	36	5	77	8	8	9	6	23	20	26	29	30	34	35	5	77	11	11	16	8	10	25	26	28	27	10	34	5	77	10	6	17	25	19	27	30	34	28	30	33	5	77	6	6	24	6	25	26	32	31	21	31	33	
3	2	78	12	17	12	18	14	16	20	20	20	16	28	2	78	4	12	12	10	13	14	17	23	13	19	23	3	2	78	8	10	8	15	13	13	16	21	14	6 	10	14	3	78	4	7	6	4	13	14	5	19	26	24	28	3	78	7	4	6	16	7	7	24	19	14	22	25	3	78	3	5	3	4	8	25	28	13	14	25	33	3	78	5	9	8	5	18	13	13	8	12	12	31	3	78	7	6	10	5	22	12	23	10	20	12	13	3	78	6	4	6	12	11	8	10	28	24	29	27	3	78	13	5	4	7	10	12	11	22	21	23	25	3	78	4	7	7	12	9	21	5	22	20	21	26	3	78	5	4	4	10	8	15	19	11	22	15	11	3	78	14	6	5	6	6	11	12	25	13	14	11	3	78	6	5	13	5	9	6	24	13	19	24	26	3	78	6	10	21	10	7	10	7	11	32	28	13	3	78	6	5	4	6	4	5	16	21	14	21	26	3	78	6	9	4	4	10	10	19	13	9	26	29	3	78	4	3	10	4	11	5	7	13	5	12	28	3	78	5	7	5	10	9	11	23	10	13	7	12	3	78	4	3	11	8	18	4	9	21	28	27	29	
3	2	79	10	16	10	16	10	16	17	24	24	17	26	2	79	4	12	13	10	12	14	17	22	16	20	24	3	2	79	8	12	8	10	12	16	16	23	15	2 	1	2	1	79	3	1	2	1	2	1	2	2	6	1	2	1	79	2	1	1	1	1	1	1	1	1	5	6	1	79	1	3	1	1	3	2	1	2	1	1	5	1	79	1	1	21	1	1	1	1	5	6	5	5	1	79	1	5	5	1	1	1	1	2	2	2	5	1	79	2	1	4	1	1	1	2	6	1	4	5	1	79	2	1	1	1	2	2	1	2	1	2	2	1	79	1	1	1	2	1	1	1	1	1	3	4	1	79	1	1	1	1	1	4	2	1	2	1	2	1	79	1	1	2	1	2	1	1	5	5	5	2	1	79	1	1	1	1	3	1	4	1	2	1	2	1	79	1	1	1	1	1	2	2	2	4	1	5	1	79	1	1	1	1	2	1	1	6	1	5	2	1	79	1	1	1	1	1	1	2	2	2	22	1	1	79	1	1	1	1	1	1	2	1	4	1	2	1	79	1	1	4	1	1	1	1	1	1	6	1	1	79	1	1	1	1	1	1	5	4	2	6	4	
3	2	80	10	18	10	16	11	14	17	18	21	14	25	2	80	5	11	8	9	11	15	13	23	14	15	18	3	2	80	8	10	7	13	16	14	16	24	15	4 	1	2	1	80	3	1	2	1	2	1	2	2	6	1	2	1	80	2	1	1	1	1	1	1	1	1	5	6	1	80	1	1	1	1	3	2	1	2	1	35	5	1	80	1	1	4	1	1	1	5	5	6	5	5	1	80	1	1	5	1	1	1	1	2	2	2	5	1	80	2	1	4	1	1	1	2	6	1	4	5	1	80	2	1	1	1	2	2	1	2	1	2	2	1	80	1	1	1	2	1	1	1	1	1	3	4	1	80	1	1	1	1	1	4	2	1	2	1	2	1	80	1	1	2	1	2	1	1	5	5	5	2	1	80	1	1	1	1	3	1	1	1	2	1	2	1	80	1	1	1	1	1	2	6	2	4	1	5	1	80	1	1	1	1	2	1	1	6	1	5	2	1	80	1	1	1	1	1	1	2	2	2	2	1	1	80	1	1	1	1	1	1	2	1	4	1	2	1	80	1	1	4	1	1	1	1	1	5	6	1	1	80	1	1	1	1	1	1	5	4	2	13	4	
3	2	81	10	20	10	15	10	19	18	18	21	15	24	2	81	4	12	10	9	11	15	19	22	20	17	24	3	2	81	8	13	7	13	15	15	15	25	13	4 	29	27	5	81	6	10	15	14	18	9	25	21	33	31	37	5	81	9	10	9	15	17	18	30	26	25	29	37	5	81	5	7	20	14	20	9	29	29	32	30	40	5	81	7	8	18	18	13	24	28	27	10	32	36	5	81	10	9	12	16	15	26	31	14	31	8	34	5	81	9	8	19	7	26	32	21	36	34	37	36	5	81	10	8	10	11	26	21	23	15	20	24	34	5	81	7	9	15	14	7	15	21	17	31	8	40	5	81	10	7	11	17	16	24	25	18	9	31	10	5	81	6	5	14	13	8	24	21	29	32	38	23	5	81	9	8	14	15	17	23	15	32	29	26	7	5	81	18	11	4	13	10	25	20	32	40	32	33	5	81	18	9	13	15	16	15	11	11	30	32	37	5	81	8	8	9	6	24	20	28	30	20	35	33	5	81	7	11	16	8	10	26	27	29	28	30	35	5	81	10	6	17	26	19	28	16	35	24	31	34	5	81	6	6	20	19	17	14	34	30	34	32	34	
3	2	82	10	16	11	17	11	14	18	19	19	16	21	2	82	4	11	8	9	11	13	13	21	15	15	18	3	2	82	10	10	8	10	13	12	17	17	16	6 	15	8	4	82	5	9	7	5	8	8	8	7	21	17	22	4	82	8	5	7	6	5	20	7	7	9	15	20	4	82	4	6	5	6	5	13	9	9	15	9	23	4	82	6	13	9	7	6	10	19	9	9	9	11	4	82	8	7	8	7	6	9	15	7	14	10	10	4	82	8	7	8	6	16	11	7	21	8	9	17	4	82	7	7	6	5	8	8	9	13	17	13	17	4	82	16	8	5	13	13	8	18	15	7	6	19	4	82	6	6	5	6	5	9	7	9	8	16	16	4	82	4	4	6	15	7	29	7	15	9	8	21	4	82	7	7	7	7	6	9	6	16	7	12	8	4	82	7	7	6	8	8	15	9	8	10	7	9	4	82	7	20	6	7	5	7	5	9	15	16	19	4	82	7	7	5	5	6	7	8	16	11	7	15	4	82	6	4	8	6	8	15	14	15	7	18	19	4	82	7	5	12	8	5	8	8	8	14	8	18	4	82	5	5	6	5	6	12	11	9	16	18	9	
3	2	83	10	16	10	16	10	14	16	25	21	13	25	2	83	4	11	8	9	12	14	16	23	21	14	24	3	2	83	11	10	10	15	15	12	15	20	16	5 	10	14	3	83	4	7	6	4	13	14	5	19	26	24	28	3	83	7	4	6	16	7	7	24	19	14	22	12	3	83	3	5	3	4	8	12	12	13	14	25	33	3	83	5	9	8	5	18	13	13	8	12	12	31	3	83	7	6	10	5	5	12	23	10	20	12	13	3	83	6	4	23	12	11	8	10	28	24	29	27	3	83	5	9	4	7	10	12	11	22	21	23	8	3	83	4	7	14	12	9	21	5	22	20	20	26	3	83	5	14	4	10	8	15	19	11	22	15	11	3	83	3	6	5	6	6	11	12	20	13	14	29	3	83	6	5	18	5	9	6	27	12	19	24	26	3	83	6	10	4	10	7	10	7	11	32	11	13	3	83	6	5	4	6	4	5	18	21	14	21	26	3	83	6	9	4	4	25	10	19	13	9	26	29	3	83	4	3	10	4	11	5	7	13	5	32	28	3	83	5	7	5	10	9	22	23	10	13	7	22	3	83	4	3	11	8	18	27	9	21	28	22	29	
3	2	84	14	14	10	15	10	14	16	18	21	18	25	2	84	4	12	8	9	12	15	16	23	13	14	23	3	2	84	8	10	9	16	15	15	18	20	20	2 	8	8	4	84	5	9	7	5	8	8	8	7	21	17	18	4	84	8	5	7	6	5	9	7	7	9	15	20	4	84	4	6	5	6	11	13	9	9	15	9	21	4	84	6	13	9	7	6	10	19	9	9	9	11	4	84	8	7	8	7	6	9	15	7	14	10	10	4	84	8	7	8	6	16	11	7	21	8	9	17	4	84	7	7	6	5	8	8	9	13	17	13	21	4	84	5	8	5	13	13	8	18	15	7	6	19	4	84	6	6	5	6	17	9	7	9	8	16	16	4	84	4	4	6	7	7	13	7	15	9	8	21	4	84	7	7	7	7	6	9	6	16	7	12	9	4	84	7	7	6	8	8	15	9	18	10	7	9	4	84	7	8	6	8	5	7	5	9	15	19	19	4	84	7	7	5	5	6	7	8	10	11	7	15	4	84	6	4	8	17	8	6	9	15	7	9	11	4	84	19	5	12	8	5	8	8	8	14	8	18	4	84	5	5	6	5	6	12	11	15	22	18	9	
3	2	85	10	17	12	18	12	16	20	20	23	16	29	2	85	4	12	10	10	12	14	17	23	17	16	19	3	2	85	8	10	10	13	15	15	15	20	21	5 	10	14	3	85	4	21	6	4	13	14	5	19	26	24	28	3	85	16	4	6	16	7	7	24	19	14	22	12	3	85	3	5	3	4	8	12	12	13	14	25	28	3	85	5	18	8	5	18	13	13	8	12	12	31	3	85	7	6	10	5	5	28	23	10	20	12	13	3	85	6	4	6	12	11	8	10	28	24	29	27	3	85	5	9	4	7	10	12	11	22	21	23	25	3	85	4	7	7	12	9	21	5	22	20	21	26	3	85	5	4	4	10	8	15	19	11	22	15	11	3	85	3	6	5	6	6	11	12	20	11	14	29	3	85	6	5	18	5	9	22	24	12	19	24	26	3	85	6	10	4	10	7	10	7	11	32	11	13	3	85	6	5	4	6	4	5	16	21	14	21	26	3	85	6	9	4	4	10	10	19	13	9	26	29	3	85	4	3	10	4	11	5	7	13	5	12	28	3	85	5	7	5	10	9	11	23	10	13	11	22	3	85	4	3	11	8	18	4	9	32	28	22	29	
3	2	86	10	14	10	18	10	20	16	24	23	19	29	2	86	4	12	13	13	12	14	17	20	19	20	19	3	2	86	10	14	10	13	14	12	15	21	17	2 	29	27	5	86	6	10	15	14	18	9	28	20	34	18	38	5	86	9	10	9	17	17	18	20	20	25	30	38	5	86	5	7	11	14	20	26	30	33	30	11	37	5	86	7	8	18	18	13	24	10	31	10	11	37	5	86	10	9	12	16	15	26	27	26	32	23	32	5	86	9	8	19	7	26	31	21	36	32	35	33	5	86	10	22	10	11	26	15	23	15	31	24	34	5	86	7	9	15	14	7	19	21	17	30	30	41	5	86	10	7	11	17	7	30	14	18	30	31	28	5	86	6	5	14	13	17	24	21	26	28	38	35	5	86	9	8	14	15	17	23	30	28	30	32	36	5	86	11	11	7	23	10	25	20	33	39	27	34	5	86	19	9	13	11	14	15	11	11	26	33	38	5	86	18	8	9	6	23	20	26	21	20	36	33	5	86	7	11	16	8	10	24	21	28	29	10	12	5	86	20	6	17	27	19	27	16	34	29	30	31	5	86	6	6	25	6	17	14	32	30	27	32	35	
3	2	87	10	17	11	16	12	14	17	20	18	14	27	2	87	7	12	10	10	15	14	19	23	21	15	25	3	2	87	10	10	8	15	15	13	16	20	14	6 	29	35	5	87	6	22	15	14	18	9	25	20	20	18	39	5	87	9	13	9	17	17	18	20	20	28	18	39	5	87	5	7	11	14	20	9	17	29	30	36	41	5	87	7	8	18	18	13	24	10	32	31	11	33	5	87	10	9	12	16	15	26	27	29	11	23	32	5	87	9	8	19	24	26	31	21	36	35	35	33	5	87	10	8	10	11	26	22	27	30	31	24	34	5	87	7	9	15	14	7	19	21	17	32	31	21	5	87	10	7	11	17	7	29	14	17	31	32	29	5	87	6	5	14	16	18	24	25	26	33	39	36	5	87	9	8	14	15	17	28	15	28	31	33	37	5	87	11	11	22	13	10	25	20	30	41	33	35	5	87	12	9	13	22	14	15	11	29	31	31	32	5	87	8	8	9	6	23	20	26	21	22	36	33	5	87	7	11	16	8	10	27	21	30	30	10	36	5	87	10	6	17	16	19	29	16	34	23	23	35	5	87	6	6	20	6	17	14	32	30	32	25	32	
3	2	88	9	18	11	15	11	14	18	19	18	15	23	2	88	4	12	10	9	11	15	12	21	15	15	21	3	2	88	10	10	8	10	15	13	16	20	16	6 	12	14	3	88	4	7	6	4	13	14	5	19	26	24	28	3	88	7	4	6	16	7	7	24	19	14	22	12	3	88	7	5	3	4	8	12	12	13	14	25	33	3	88	5	9	8	5	18	13	13	8	12	12	31	3	88	7	6	10	5	5	12	23	10	20	12	13	3	88	6	4	6	12	11	8	10	28	24	29	27	3	88	5	5	4	7	10	12	11	22	21	23	25	3	88	4	7	7	12	9	21	5	22	20	21	26	3	88	5	4	4	10	8	15	19	11	22	15	11	3	88	14	6	5	6	6	11	12	20	13	14	11	3	88	6	5	13	5	9	6	27	12	19	24	26	3	88	6	10	4	10	7	10	7	6	32	11	13	3	88	6	5	4	6	4	5	18	21	14	21	26	3	88	6	9	4	4	10	10	19	13	9	26	29	3	88	4	3	10	4	11	5	7	13	5	12	28	3	88	5	7	5	10	9	22	23	10	13	7	12	3	88	4	3	11	8	18	19	9	21	28	27	29	
3	2	89	10	17	12	15	14	16	20	20	22	16	27	2	89	4	12	10	11	11	15	19	23	20	17	21	3	2	89	8	10	9	10	17	15	21	20	13	2 	29	36	5	89	6	10	15	18	18	9	25	20	20	18	35	5	89	9	10	9	17	17	28	20	23	25	27	39	5	89	5	7	21	14	20	9	30	30	29	32	20	5	89	7	8	18	18	24	24	10	32	10	33	33	5	89	10	9	12	16	15	26	29	26	11	29	32	5	89	9	8	21	22	26	31	28	36	36	34	33	5	89	14	8	10	11	26	21	28	30	31	31	32	5	89	7	9	15	14	7	19	25	17	30	31	21	5	89	10	7	11	17	7	29	14	18	28	33	29	5	89	12	5	24	13	19	27	21	26	33	40	37	5	89	17	8	14	15	17	23	15	31	31	32	34	5	89	11	11	7	13	10	27	27	30	42	33	35	5	89	12	11	13	11	14	15	11	26	26	18	32	5	89	8	8	9	19	23	26	26	21	20	36	33	5	89	7	11	16	8	10	28	21	30	26	10	18	5	89	10	6	17	16	19	27	31	34	24	23	35	5	89	6	6	20	6	17	14	32	30	32	25	36	
